Bedrooms,Bathrooms,Area_sqft,Location_Score,Age_years,Price
4,3,1289,4,34,512606
4,3,2382,8,12,777779
4,2,3738,6,8,936675
3,3,1276,9,9,609410
1,2,2831,1,0,570234
2,2,1604,1,33,376582
1,1,807,5,45,272819
2,3,3175,6,36,740890
4,1,1923,8,24,642190
1,1,3465,3,21,644452
4,3,1602,6,9,660094
5,3,3912,3,25,962934
4,2,3102,8,18,858653
4,2,2365,4,39,647131
2,2,3549,2,44,683588
5,2,2153,9,40,770566
4,1,2282,10,49,717722
4,1,2891,8,3,830288
5,3,2585,6,39,793478
5,2,1370,3,4,575529
1,2,837,2,28,245934
2,2,3917,4,37,800639
5,1,2992,4,4,807190
5,3,2957,1,0,816557
3,1,2184,9,27,664423
5,3,1907,10,18,790240
2,3,2685,8,35,735209
4,1,2419,7,0,714865
4,1,631,6,28,418404
4,3,3914,3,35,898646
4,1,891,4,31,392680
3,1,891,2,13,327251
5,3,2242,7,31,789689
4,3,3405,2,45,794309
1,2,2005,10,8,604199
4,1,1177,1,18,405781
5,3,1761,6,10,718426
4,1,1823,4,47,545866
3,1,3252,8,3,812777
2,3,1046,1,40,344000
2,2,877,9,24,441844
5,3,3641,6,16,979354
2,3,3179,2,46,660258
2,1,2424,8,7,662438
1,2,2022,5,44,466758
5,3,1583,5,0,679802
5,1,3249,5,1,867217
2,3,3209,7,9,805963
2,1,3681,7,26,789804
2,3,3238,10,26,853404
3,2,2172,7,12,660919
4,3,658,10,10,566833
3,1,3759,2,13,781610
5,3,1058,8,31,623737
1,2,703,1,15,222655
4,2,1430,2,28,488560
1,2,1388,7,37,417279
5,2,2751,4,33,770511
5,1,3925,10,25,1040229
1,3,1341,10,4,526253
1,2,2172,9,18,607258
1,3,2948,9,38,741356
5,1,3301,3,27,799648
2,3,1154,3,27,396920
1,3,1227,9,16,476960
4,2,1707,10,36,683449
5,2,3576,8,43,967158
3,1,3930,1,18,759158
3,3,3007,6,26,796934
4,1,2734,7,49,726365
2,1,1027,8,11,433115
1,1,3014,2,2,590058
5,2,2990,1,3,788005
1,2,2994,4,46,584511
5,3,2426,1,46,690597
3,3,2544,2,10,646762
1,3,2743,3,33,564485
4,2,3926,4,17,914410
2,2,2477,6,34,603678
4,1,1759,8,17,643691
2,2,1871,9,45,594396
1,1,1483,4,5,372267
1,1,1085,1,33,230194
2,2,2025,5,32,514734
3,1,1203,5,7,452630
5,1,1011,9,41,556094
4,3,2594,6,19,797799
4,1,2531,5,49,660960
4,2,3095,10,19,889058
1,2,846,10,42,383580
4,1,3417,5,17,828877
5,3,3346,8,26,982734
5,2,3068,1,47,742297
2,2,2771,5,4,677476
1,3,3931,1,6,729768
5,1,3840,7,21,993481
3,2,3588,7,33,863736
1,1,3524,10,42,761307
1,1,3782,8,12,800867
5,1,3961,7,31,988125
3,1,2222,9,23,662896
2,2,2660,8,15,720867
5,3,3934,8,13,1083243
3,2,1399,3,38,425667
1,3,3694,10,6,894949
3,1,1544,4,43,435082
1,3,2847,4,11,625367
5,1,1865,1,19,563034
5,2,1862,6,32,693391
4,2,2950,2,5,729191
4,3,1788,9,39,680765
4,1,3385,1,26,732753
5,1,775,1,12,400100
2,3,1652,10,4,617919
5,1,3324,6,23,873638
3,1,3182,1,9,648541
5,1,1917,3,45,566882
5,2,1076,10,31,656237
1,2,3030,2,8,589898
1,2,3203,9,48,739523
1,1,2315,5,34,498613
5,2,3967,6,43,980710
2,1,2274,2,11,492845
3,1,933,8,10,485319
3,3,1871,6,35,595673
2,1,1864,8,7,556816
2,2,3777,8,9,882511
3,2,3545,1,13,758857
4,1,1530,7,29,584679
1,2,1284,2,0,343181
1,1,1160,8,11,399773
3,3,722,2,4,373717
2,1,1658,4,13,445722
4,1,3265,2,35,708542
3,3,3635,7,16,906474
1,2,1439,5,21,415301
5,3,1015,9,30,622484
2,3,1307,5,25,456367
5,1,3284,8,12,923063
3,1,3998,2,2,800838
1,3,3966,3,42,750092
4,2,946,6,10,497059
5,3,2684,7,4,887262
4,2,2323,10,37,789902
1,3,3159,8,3,750916
5,3,1448,3,31,572746
4,2,1134,7,9,555085
4,3,3557,8,9,962737
5,1,3420,10,43,952337
1,3,2329,6,17,584519
4,1,2501,4,46,629815
3,2,1263,6,22,481754
5,2,1641,9,17,733928
2,1,626,3,34,245900
2,3,3183,2,2,720106
1,1,1652,5,0,439565
3,1,2274,7,16,641852
4,2,3655,3,41,809012
2,1,3305,5,5,718127
1,3,2258,4,10,546271
3,1,1239,7,13,472852
3,2,3788,2,48,777965
1,3,3803,7,27,804213
1,2,3960,2,38,710841
4,1,2341,3,35,621400
1,1,3907,5,10,746971
4,2,641,7,40,455374
4,2,3831,6,39,917380
5,3,2314,7,3,822907
3,2,3796,6,47,854165
3,2,3931,1,5,821639
3,1,3947,5,37,828104
5,1,2860,1,18,693475
4,2,2586,7,30,776717
4,2,3483,4,1,847447
1,1,1301,5,42,319936
5,3,2054,1,24,645822
1,3,2727,8,49,651134
5,3,3602,4,40,921718
1,3,1851,3,47,415115
2,1,3549,1,10,657296
3,2,3766,4,45,800414
3,3,3071,3,39,732439
4,1,2596,8,44,719061
2,2,1518,9,41,509264
3,3,3163,5,43,756377
4,2,764,9,20,531739
2,3,2049,1,2,529570
3,2,3644,7,1,881779
1,3,3640,7,10,813288
5,3,3540,6,23,950454
2,2,3663,4,49,740321
4,2,1665,9,23,683578
2,2,2420,3,20,565188
4,1,3388,1,24,727319
2,1,3402,2,3,681172
4,2,3063,3,39,744570
3,1,3971,2,42,788019
1,3,3726,6,46,782215
3,2,935,7,22,477334
1,1,2524,5,23,519443
3,2,1480,5,20,495675
3,3,2053,7,1,678999
2,3,1571,6,22,537423
5,1,3332,8,14,906031
4,3,3388,9,25,945045
4,2,629,2,25,372310
4,1,2140,2,27,560230
1,2,1174,1,25,279617
4,2,820,7,44,487412
4,2,1426,4,1,550974
2,3,2613,9,34,725557
3,2,3241,6,31,802888
4,3,2117,7,29,717137
5,2,1353,7,45,597039
4,3,1876,8,19,700282
1,3,2187,4,12,542495
1,3,3992,3,26,784620
1,2,3710,3,22,701055
4,2,1620,10,15,673524
2,3,2088,8,30,647397
5,2,2561,3,11,744391
4,3,2462,8,32,789501
2,2,3139,2,37,633667
2,3,1037,5,44,417517
4,3,1078,5,31,510790
4,1,1382,7,1,588566
2,2,3596,5,49,748143
2,2,1607,9,48,543964
2,1,671,3,22,265133
4,3,1181,9,31,615976
2,3,819,1,14,312046
1,1,1627,3,39,351546
4,1,3650,4,40,808659
1,3,889,6,39,362130
3,2,979,10,7,546954
4,1,3451,8,42,864034
3,1,1978,7,49,583475
2,1,3390,8,48,744466
2,1,2558,6,21,619903
5,1,2727,6,37,783847
2,1,665,6,33,310446
3,3,2783,3,0,724315
2,3,998,10,9,533274
4,1,946,4,39,430780
2,3,2584,6,15,680715
5,2,2706,7,23,814480
2,2,1377,3,45,397544
3,1,3166,4,23,718472
3,2,2503,6,47,643040
2,2,3361,1,13,669386
3,3,3624,7,25,895065
3,3,3908,1,38,791212
5,3,678,10,17,628276
4,3,2181,9,19,763451
5,2,2378,10,40,832473
1,1,2762,9,35,655180
5,3,1585,9,23,754106
2,2,2085,4,25,531696
4,3,2249,2,28,643841
2,2,2773,7,47,654331
1,3,2225,4,21,547622
4,1,3220,5,10,800328
3,3,1564,1,40,459069
5,1,3147,10,48,892820
2,3,1428,6,10,503306
1,3,3773,7,2,848687
3,3,3273,3,20,751724
5,2,1797,10,10,749606
3,2,3099,2,7,710905
5,1,3763,10,30,1034444
4,1,2318,7,9,714465
3,2,3032,1,5,692448
3,1,1828,2,16,458745
3,1,3010,3,37,665265
4,2,2440,4,6,717674
1,2,1097,5,31,329945
5,2,1136,4,12,542901
3,2,3905,10,5,997741
4,3,2663,3,2,730838
1,2,3628,1,26,639021
5,1,1764,7,44,621171
4,3,2571,10,41,832774
5,3,3267,6,25,941745
3,1,899,2,3,348581
1,3,2986,2,36,589128
4,1,902,3,20,404349
1,3,1191,8,27,436242
3,3,675,8,17,495480
1,1,1513,10,31,466641
1,1,1379,10,38,445449
2,1,1520,10,32,545381
1,1,3987,10,25,841527
5,2,2123,8,16,760502
4,2,3746,7,28,916959
2,1,2349,2,19,512147
4,2,2635,1,29,659068
4,1,3013,6,49,771256
3,1,3300,8,4,845493
3,3,1605,1,5,491160
2,1,2301,3,41,511484
3,1,3043,1,9,638945
3,1,3902,10,5,948157
3,1,1403,9,9,549276
4,3,1651,7,41,630441
2,1,3966,8,20,849433
4,3,3492,9,43,950506
5,1,1471,3,3,564615
4,3,3762,10,12,1039207
5,2,714,2,9,453330
1,3,3830,6,15,836869
1,3,3929,5,18,810687
5,1,972,4,5,499292
5,3,1449,6,25,666322
4,3,2737,6,8,829400
5,1,1356,3,45,501240
2,2,1921,2,9,487788
1,2,630,9,39,328834
1,2,2452,8,2,616511
5,3,3005,4,48,811854
3,1,3117,6,18,735260
3,2,3799,3,34,816201
5,2,2405,8,45,781727
2,2,2917,3,5,665649
3,2,2036,2,28,511234
5,1,2856,7,18,819299
2,2,1289,3,49,384328
2,3,3977,9,43,928546
4,3,1814,3,14,593904
2,1,1056,8,37,399133
3,2,1048,2,20,400220
3,2,667,9,43,436240
5,3,2462,1,38,685422
5,1,2402,3,22,664127
2,3,2405,2,19,571689
1,1,1473,7,41,388434
4,1,1066,5,49,448257
1,1,727,8,1,335602
2,3,2399,2,44,527294
2,1,1332,8,31,461206
1,3,1867,7,46,518338
4,3,2528,5,27,729993
1,2,1642,2,3,379977
5,3,2019,10,6,842348
3,3,3900,7,2,956268
5,2,967,10,24,621684
3,2,2705,4,47,635170
2,2,3952,4,8,809178
4,1,3204,8,22,846646
1,1,3773,6,22,724948
4,2,2695,9,48,805007
1,1,3209,2,25,560652
5,2,3240,5,39,844830
5,1,1411,6,17,593558
1,3,658,8,23,362435
4,1,760,4,26,410898
1,1,702,7,44,272909
2,3,1445,7,1,559704
5,2,1011,4,0,558712
2,1,1385,1,47,314349
5,1,782,3,15,446673
5,3,3064,2,42,788604
3,3,3787,3,23,854269
2,3,2646,5,35,634050
2,3,3046,1,10,660126
3,2,1556,5,25,512544
4,1,3426,2,5,785189
2,1,3302,4,25,681206
1,1,1036,6,28,319858
3,1,2965,9,42,781326
2,2,2439,10,0,737285
4,1,1205,6,8,530744
2,2,3921,10,26,910042
5,2,3558,2,6,863253
1,3,2070,8,2,608488
3,3,1096,5,8,503623
5,1,1966,9,1,762072
4,2,3074,10,9,923245
5,3,3465,9,16,1010904
5,2,2451,4,30,747557
4,3,1622,1,0,548779
5,2,2887,9,17,906416
3,1,3730,9,5,894677
2,1,3444,8,37,760402
5,2,2850,5,40,814781
3,3,2372,5,41,642574
2,3,2089,10,46,653975
2,1,1919,6,3,543425
5,1,2934,1,39,690888
3,1,2720,9,3,758749
5,3,3373,5,34,902146
4,3,936,7,3,578527
2,1,3989,8,0,869650
5,2,802,5,40,494162
2,3,830,3,42,351941
3,1,3551,6,30,813241
1,2,3728,7,18,794227
5,3,3291,4,20,910705
5,2,3562,9,29,989684
2,2,2927,4,6,692055
3,3,1408,10,4,648610
4,1,1928,2,1,564548
3,2,1065,9,2,564323
5,1,3384,4,14,835814
4,3,1797,4,38,612523
3,2,1403,10,36,589082
1,2,865,1,9,247371
2,2,2894,2,8,606832
3,2,2725,3,22,659297
3,2,2270,7,13,677773
1,3,3501,9,44,816742
5,2,2900,5,32,795454
2,3,3122,4,15,732787
3,1,775,2,19,327939
4,3,2044,7,7,732207
3,2,3618,6,48,816275
2,1,2195,7,37,544674
3,3,853,8,33,513901
1,3,2143,9,30,607919
3,3,1502,10,44,636084
3,2,2754,5,7,726685
4,2,1794,5,24,596778
1,3,2705,4,40,571451
1,3,1960,3,12,482098
3,1,3589,7,17,836352
4,2,3961,5,49,913539
3,2,683,7,40,411242
3,1,1740,2,33,457421
2,3,1311,9,35,534352
2,3,2157,9,49,631521
4,1,3890,9,16,976735
5,3,2361,5,11,797315
2,3,2540,10,15,746157
5,1,2406,9,12,825824
1,1,1500,1,10,296530
2,1,3773,2,13,703724
2,3,1256,10,41,525385
4,1,3103,5,27,756757
5,3,1258,5,23,593042
2,2,3420,6,16,787119
2,2,3438,8,8,829331
4,1,1450,1,45,420233
4,3,3173,10,29,936181
5,3,2913,9,36,901576
1,3,3958,4,2,821728
1,1,740,8,7,362729
3,3,3542,5,17,865443
2,3,3053,1,29,642925
5,3,2940,9,2,965798
2,2,2529,8,33,673871
5,3,1654,5,42,640359
5,2,3842,4,27,929913
5,3,3002,8,36,913741
2,3,2852,9,24,759667
4,3,2101,7,29,725264
2,2,3641,4,6,783739
5,3,2938,7,45,866723
3,1,710,6,28,380891
1,3,1691,3,1,461153
5,2,2318,10,25,821911
3,2,3020,3,40,695506
4,1,795,1,41,310256
5,1,725,5,48,429783
3,1,861,8,6,478121
5,2,3534,6,17,938164
2,3,1523,8,5,585354
3,3,2421,7,40,711625
2,1,2802,2,39,534497
2,1,2204,8,26,613034
3,3,707,4,40,389840
1,1,2682,5,23,558192
3,3,3715,8,32,939736
1,3,1254,5,30,408184
5,3,3370,5,33,904024
5,3,2613,6,21,826715
3,2,1597,7,23,549143
5,3,3063,9,35,957916
4,1,3647,7,27,877618
2,1,884,6,19,368312
2,1,2070,10,17,604725
1,1,3165,4,41,586930
5,2,626,10,31,588370
1,3,2874,2,32,594072
2,3,2191,9,9,671878
2,1,1991,10,8,611298
5,1,3981,5,24,938098
4,1,1447,5,12,546746
4,3,1728,3,46,563386
5,2,617,3,49,396649
5,2,3876,1,44,875710
1,2,2690,5,4,607422
5,2,2736,3,30,761968
4,1,3233,2,30,711928
5,3,756,9,33,592498
1,1,1889,10,25,551663
1,2,2781,6,6,659850
1,1,3111,3,40,585621
1,2,2224,7,45,536372
3,3,2371,9,48,721890
5,2,1755,9,19,732091
2,1,3388,1,42,607662
5,3,1657,2,21,606734
3,2,2730,8,4,791571
1,2,3576,1,11,661429
3,3,1755,3,20,546920
4,1,3513,7,8,905004
4,3,803,8,28,529939
5,1,2422,5,26,714856
5,2,1959,2,16,623617
2,2,1561,3,39,396861
2,3,3144,9,23,836864
4,2,1041,10,26,595506
1,3,3475,7,7,798121
3,2,3929,1,43,773762
2,2,1915,3,28,494268
2,1,1748,9,18,538583
1,3,2286,7,9,601351
1,3,1470,2,23,382359
5,2,1798,6,33,684145
3,1,2507,9,39,713306
1,1,2115,4,30,456193
2,3,3516,10,45,855612
2,3,679,2,3,309766
4,2,3459,3,40,803996
1,3,3562,7,44,777675
5,2,1928,4,30,640630
3,1,1967,7,8,617367
5,3,1169,5,25,609387
2,1,1714,8,12,527859
5,1,3509,8,47,938160
2,2,2816,5,25,666748
2,1,3659,7,0,813555
2,2,2883,6,39,678796
2,2,998,8,8,481199
2,1,3235,9,30,775976
4,1,1420,5,23,511539
5,2,3660,7,44,938698
4,2,3124,1,48,713569
4,1,1444,8,21,569837
1,2,3232,3,8,643134
1,2,3759,1,38,655403
1,3,3262,6,22,710164
3,3,3253,8,19,888078
1,3,3608,3,41,695526
5,3,3425,1,20,839162
4,3,1876,3,26,594749
5,2,957,5,4,568745
1,2,3729,8,16,826219
3,3,2022,9,33,703444
3,1,1120,9,8,508397
4,3,3172,4,33,804716
5,1,992,8,9,575172
2,2,2266,5,43,573331
5,1,3893,3,1,925628
1,2,1995,5,46,477078
2,1,2800,2,24,567947
3,2,1492,6,2,536924
4,2,1583,1,33,494371
4,3,3127,6,6,870996
3,2,1182,5,27,459879
1,3,2555,9,8,706908
3,3,3504,7,10,909178
1,3,619,6,28,314100
2,1,3240,7,15,746836
3,1,2573,10,38,738113
1,2,2875,5,28,620372
2,3,618,1,12,280738
3,3,3091,9,34,834062
4,2,3015,5,10,786648
3,3,3546,4,34,826136
5,2,2242,6,46,700957
3,3,1488,5,7,569020
5,1,2483,1,6,663942
2,2,1325,2,4,408504
3,2,746,4,5,399310
2,1,2316,8,34,591802
2,2,2127,5,29,563593
1,1,3077,7,10,660656
2,3,1447,2,37,413873
2,1,2063,8,26,586723
3,1,2845,5,20,702816
3,2,3644,4,13,830033
4,3,1910,9,48,719231
1,1,1164,6,34,341172
2,3,968,4,28,378305
1,1,1863,8,23,495835
5,2,3449,3,35,864091
2,1,1910,10,40,558451
1,1,3347,2,44,560420
4,3,3643,7,31,964371
4,1,3165,4,5,782617
2,2,2418,4,9,585281
5,2,3422,10,19,1012170
4,1,3208,9,19,854934
4,1,2487,2,25,600306
5,3,659,1,20,454587
1,3,1144,7,44,398102
4,2,3664,8,22,963645
3,3,2950,3,45,681469
4,1,1867,2,11,520538
1,2,2307,4,12,530284
1,3,1830,2,9,436307
2,2,2930,2,6,648455
3,1,3125,5,36,714344
1,3,1645,10,11,571797
5,1,1158,5,24,519488
3,1,2996,8,1,785149
3,2,2112,9,39,667235
5,2,2567,2,25,723601
4,2,1269,1,39,451256
5,3,857,3,4,530158
5,3,3302,6,7,935459
4,2,1670,5,41,587753
4,3,1650,8,44,645575
4,3,1650,8,8,709326
4,2,2604,2,38,634062
4,1,744,9,19,512776
5,3,3234,4,10,904887
2,3,3169,1,39,635763
2,1,3792,2,21,727611
1,1,1400,6,15,393050
2,1,2085,5,41,493378
2,2,3029,7,37,736414
5,1,3423,9,41,946874
4,2,1272,6,9,575699
4,1,926,6,24,476147
5,1,2014,2,18,584910
2,2,3968,7,3,872255
5,2,1229,2,18,516257
1,1,2619,7,2,614793
4,1,2731,8,16,782696
3,1,2793,1,13,589229
1,3,2628,9,9,686733
1,1,1794,8,5,520879
5,2,2624,9,30,850646
2,3,1957,5,30,553779
4,2,3071,4,47,763900
3,3,3980,1,8,867735
1,3,2149,9,11,635641
3,2,3308,4,43,735716
2,3,3410,4,45,732124
2,2,1168,4,25,409577
3,1,2994,2,1,687148
4,3,3973,4,41,906954
2,2,2545,2,3,564184
3,3,946,8,31,527914
1,2,1007,7,27,390214
3,1,732,10,5,469361
3,1,1213,2,29,386781
5,3,3635,2,27,879645
2,3,705,2,12,303802
4,2,2818,1,45,657235
4,2,3287,6,35,840104
5,3,3921,6,9,1054704
4,2,861,1,9,394825
3,2,1093,1,4,403862
5,2,3915,6,28,971362
1,3,2074,6,35,529851
2,1,3550,4,11,744563
2,1,889,3,21,309915
2,2,3934,9,45,902610
3,3,2468,6,38,704221
1,2,1937,1,1,438596
5,1,2732,3,13,719225
5,2,2038,1,9,613919
2,1,1952,3,47,455579
1,3,644,2,2,257227
1,2,1414,5,7,432673
1,3,2980,3,16,627365
4,2,1064,7,3,550799
4,2,799,8,20,523852
2,2,3872,7,29,840501
1,2,928,2,18,259135
1,2,2887,10,14,726895
5,3,2507,10,19,883970
5,3,1397,7,41,642811
2,1,1301,10,29,494533
1,2,3230,3,9,660238
2,1,3304,7,22,725151
5,3,2621,1,23,730385
5,1,2524,2,11,684085
4,3,3368,10,8,985044
2,2,3007,1,14,624472
2,1,2001,9,28,587459
1,1,3032,2,17,564810
1,1,3893,2,19,697809
4,1,3446,6,0,848719
3,2,3012,7,2,797340
3,3,2719,2,7,665784
3,3,3911,4,38,857346
2,2,3151,3,30,672798
2,3,2037,5,46,534486
5,1,726,9,7,548768
2,2,2110,2,14,491625
2,3,2220,5,21,609812
2,2,3919,8,31,885835
4,2,1081,6,4,537238
2,3,1935,4,43,517952
1,3,882,10,43,427793
1,2,3673,8,8,824277
5,2,2721,3,40,747445
4,3,3735,4,14,923249
1,2,3420,9,46,744072
4,3,2994,5,43,800102
4,2,2644,6,36,737373
5,2,2971,2,32,752189
4,2,838,9,21,534237
2,3,2020,8,10,655287
4,1,2984,7,49,759797
5,3,940,9,5,663140
5,2,3950,5,16,982254
5,1,3593,5,45,862471
1,1,1491,9,43,457211
2,2,2086,5,4,587732
1,3,1061,9,38,435577
3,1,1916,1,47,454413
2,1,1397,10,8,546555
4,3,1332,10,28,666580
5,3,761,8,22,584526
3,1,3095,3,46,662549
2,3,2078,8,35,634278
1,1,2912,5,30,583546
5,2,1609,2,19,569065
1,3,731,9,22,415194
2,1,2457,4,6,559537
2,3,2767,7,45,713239
3,3,2515,8,35,731204
4,1,1842,7,3,644974
1,2,1271,6,23,410666
3,1,1104,7,13,491692
5,3,3971,4,24,983388
4,1,2756,10,6,817882
3,3,1861,1,14,536658
1,1,892,5,43,262224
2,2,2610,8,45,667298
5,2,3635,10,12,1051917
1,2,1427,6,18,434453
4,2,786,5,11,486374
4,1,1659,2,47,461409
2,2,2903,10,25,758764
2,1,2058,5,47,488833
5,3,2242,10,32,858665
5,3,1631,3,14,642871
2,3,3395,2,36,715406
2,2,1801,3,5,490311
4,2,3913,4,24,922106
2,2,2688,2,16,575935
3,3,3404,4,42,774176
1,3,2760,4,35,587206
2,3,3415,6,49,779292
5,3,3837,5,45,974887
3,1,1453,7,8,544196
5,1,2725,7,27,791324
3,2,1318,3,34,448742
2,2,2446,9,2,719829
1,3,1477,7,10,491542
5,1,3867,7,19,965093
3,1,1001,2,22,357414
4,2,3480,10,29,952876
2,1,663,3,36,264379
1,2,3299,3,35,637424
2,3,3533,6,43,788734
4,3,2048,4,11,655396
1,2,3713,4,35,698704
4,3,972,1,34,429504
2,3,905,6,33,422146
3,1,2856,8,3,762598
2,1,3114,8,23,722823
2,1,1531,8,35,498176
2,1,3975,5,27,815694
5,1,2590,10,38,828418
4,2,2015,6,1,690277
4,2,3824,5,42,873866
4,1,3294,4,4,782514
5,3,961,4,27,537993
3,3,1887,4,12,605136
2,2,3887,4,35,770602
3,2,3368,6,8,829904
5,2,1315,6,38,607436
4,3,2245,5,29,696994
2,2,1142,9,26,504788
1,3,2147,8,12,621587
1,2,2262,10,41,622145
3,3,2841,6,38,749973
4,2,1251,9,49,561176
1,2,1650,5,27,443001
3,3,1669,10,17,686839
5,2,1246,4,33,529701
3,1,2452,6,20,650237
3,3,3601,4,0,872107
3,2,1681,8,44,559495
2,3,3684,7,22,841345
3,2,1548,5,33,502526
3,1,1560,10,35,567124
2,2,2696,6,8,661999
2,2,1402,7,7,516945
5,1,3765,2,49,840459
4,3,3254,9,29,946681
1,2,2280,7,47,535616
1,2,2207,8,35,553814
3,1,2002,5,35,536191
5,3,2657,3,17,771204
3,3,3321,2,1,786967
1,1,1325,2,10,322882
2,1,3163,3,35,624988
4,2,2871,1,30,686457
5,1,2004,1,30,564889
2,1,3973,7,23,827211
4,1,802,10,45,508892
5,3,1541,8,20,719431
5,1,1188,6,31,531282
1,2,1170,7,48,375463
2,2,3604,1,29,701370
5,2,795,1,7,444233
5,1,1945,9,32,703169
4,3,1017,5,38,515541
1,1,2242,7,0,554701
3,1,1965,6,32,563151
1,2,608,4,41,223237
3,1,1131,1,12,352151
2,3,748,4,21,358345
2,2,3030,10,4,803338
5,3,2152,10,11,848782
2,3,1635,8,28,550993
5,3,1075,1,2,531216
1,1,2217,2,35,403760
2,1,3226,8,46,741750
1,1,2579,2,44,443437
1,1,1676,10,10,530843
2,2,805,9,25,426749
1,1,3633,3,1,700376
2,2,3562,3,28,722145
2,3,1344,6,40,462015
2,2,1512,3,28,420764
3,1,653,9,43,405325
1,2,3649,8,35,778498
4,1,2203,4,18,608363
2,1,2426,6,9,606310
1,2,943,8,10,410801
5,2,1792,4,6,658735
2,3,2532,5,12,670738
2,3,1784,7,40,575387
4,3,1302,8,43,602908
3,3,3174,7,1,837208
3,3,1910,8,29,652976
2,2,2498,4,21,583550
1,3,3059,1,0,608837
5,2,3216,6,26,905784
5,3,798,5,6,569253
1,1,3832,4,0,747964
2,3,3422,2,24,724679
5,1,988,1,47,400588
3,2,1073,9,3,539911
1,3,2004,2,29,440446
4,2,1364,9,7,625244
2,3,2254,6,48,604943
1,2,1191,6,20,369742
5,3,3795,2,3,935763
2,3,2448,6,3,691961
3,1,1695,3,7,470329
2,2,1581,7,41,488317
2,2,3641,10,25,863285
3,2,767,4,28,387286
3,2,883,9,15,508755
2,2,3707,5,18,778736
3,1,3471,10,0,889816
1,3,1798,3,36,430157
3,1,3870,1,33,744464
3,2,3787,1,28,777766
2,2,3986,4,26,816698
1,3,1843,10,47,561649
4,1,1490,10,44,606780
4,3,2781,4,29,740583
5,3,2254,9,5,869820
3,1,721,8,35,400602
3,3,1432,4,38,478969
1,1,2522,6,1,590890
4,1,1621,7,41,578937
5,2,2593,10,13,877476
1,3,1494,8,7,499239
3,2,2115,4,2,613675
4,3,888,1,34,391849
5,3,1676,5,26,685221
2,2,3876,1,33,709889
4,2,1971,4,27,623082
5,2,1674,7,30,686400
1,1,1438,7,16,416739
2,3,3559,1,18,709568
5,1,639,9,41,515216
5,3,2897,2,43,758994
3,3,2865,5,10,745959
4,1,778,6,8,446566
3,1,782,1,29,305083
2,3,2359,2,44,542210
5,2,1787,7,5,699661
3,2,2369,6,13,681455
4,2,2000,6,30,638329
2,2,1304,6,10,479443
1,3,1096,7,4,454643
3,2,1196,10,30,569253
2,2,3108,9,1,824913
1,2,1073,9,38,430675
3,3,1284,2,16,456888
2,1,1660,2,37,375627
2,2,2222,5,45,557107
3,3,2264,10,35,725048
2,3,918,7,2,445768
5,2,2035,3,42,636730
3,1,3003,3,28,647358
2,1,2294,4,32,530308
1,1,3264,3,13,603969
1,3,2588,3,37,565708
5,2,828,8,28,574508
3,2,1328,7,22,533795
2,3,1887,7,16,613710
2,2,2110,10,48,622752
1,2,1160,2,10,332811
5,1,1975,9,27,736878
1,2,2065,6,6,544800
1,2,3282,3,44,631318
5,3,3106,9,39,962064
3,3,624,9,7,519491
2,1,1754,6,40,466021
3,3,969,10,28,546370
4,1,2059,6,24,640860
4,1,3895,8,6,977839
4,2,1611,8,21,655495
5,1,1210,6,8,570479
1,2,1975,7,10,552104
3,1,2425,4,33,598028
2,3,2635,1,26,582598
4,3,1820,4,49,608512
3,3,2756,8,21,805190
4,1,2483,8,2,745422
4,1,3891,2,49,800665
2,2,2546,7,47,639438
5,2,1319,1,39,500680
1,2,3990,2,7,736520
5,2,1705,8,5,701012
3,1,2160,10,24,675142
5,1,3079,4,1,835203
3,2,2520,3,15,625336
3,1,3679,2,40,734545
1,1,1235,6,20,364122
2,1,1772,4,14,464255
1,1,3769,3,33,668947
5,2,3772,3,46,879657
3,2,2353,10,42,704428
4,1,3014,3,19,719348
4,3,3572,8,43,958365
3,2,3061,9,30,834309
1,2,3930,9,14,867249
2,3,2526,5,47,640429
1,2,955,1,27,239399
3,3,2658,10,5,820916
3,3,2039,5,2,651151
2,1,2194,1,37,456818
5,2,3921,9,22,1036997
5,3,2275,10,2,881136
2,1,2470,8,44,601171
5,2,1745,7,43,652903
4,1,2712,2,7,658371
5,1,3973,2,1,925406
5,3,724,4,6,511953
5,2,911,9,16,590715
4,1,3862,9,6,977601
5,3,1374,8,32,671281
4,3,3649,5,35,892358
2,1,3520,7,46,737290
1,1,2073,9,3,579424
2,3,2431,3,43,552281
1,1,1293,4,15,347301
2,1,1782,2,20,433326
1,2,1976,9,17,589269
1,3,2443,7,45,589833
3,1,1589,6,45,508917
1,3,3446,5,27,732009
1,2,3321,7,42,687299
3,3,3934,3,15,874487
5,3,2352,5,46,763113
5,3,3559,2,21,872869
3,2,3053,5,5,771226
4,2,3643,7,29,898449
1,3,2316,10,44,625934
1,3,2226,7,27,595438
3,2,3688,9,16,911625
3,1,3284,3,35,695674
4,2,3931,8,11,984978
5,3,1489,5,49,602876
2,1,1978,7,39,510253
5,1,1088,1,11,451094
1,1,3885,1,35,666570
3,2,2886,4,39,703806
4,2,779,5,28,439092
5,2,2042,10,1,809575
4,2,2307,3,28,627798
5,3,3814,6,29,1023011
1,1,2964,3,35,539957
2,3,1867,5,43,532414
4,2,831,1,24,368020
4,2,2412,3,20,661290
2,3,2212,7,21,651549
4,1,1926,3,9,571202
4,1,930,5,30,429996
5,2,1160,7,46,562303
